ROWNO,SITE_ID,SITE_NAME,MSR_DATE,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100
120400,S04002,나주,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120401,S04003,서창교,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120402,S04004,옥정호,2012-07-02,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,2.13,0.023,17,,,,,,,,,23,7.1,170,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120219,S02001,성서,2012-07-02,,,,,,4.5,,,,,,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.2,0,,,,,,,,,,,,25.5,6.7,754,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.004,0.006,,,,,,,,,,,,,,,,,,,,,,,
120220,S02002,고령,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120221,S02003,왜관,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120222,S02004,강창,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120223,S02005,적포,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120224,S02006,청암,2012-07-02,,,,,,3.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0.055,,,96,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,9,330,9.1,7,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
120225,S02007,칠서,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120226,S02008,창암,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.29,28.55,,,,,,,,31.31,,1,,,1,0,0,,0,53.26,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
120227,S02009,다산,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120373,S02010,남천,2012-07-02,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,6.6,502,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120374,S02011,안동,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120375,S02012,해평,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120209,S01011,강천,2012-07-02,,,,,,2.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,24.9,7,174,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120210,S01012,의암호,2012-07-02,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,1.301,0.008,,,,,,,,,,22.4,8.5,95,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120211,S01014,충주,2012-07-02,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,2.719,0.04,2.5,,,,,,,,,14.3,7.3,200,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120212,S01015,인제,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120213,S01016,미산,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120214,S01017,포천,2012-07-02,,,,,,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1,7.2,295,8,26,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
120215,S01018,단양,2012-07-02,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,1.603,0.026,,,,,,,,,,23.9,8.1,264,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120216,S01019,화천,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120217,S01020,능서,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120218,S01021,달천,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120376,S02013,진주,2012-07-02,,,,,,2.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,26.7,7.5,200,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120377,S02014,풍양,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122661,S01001,가평,2012-07-02,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,1.783,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,6.9,92,8.7,4.2,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
122662,S01002,흥천,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122663,S01003,경안천,2012-07-02,,,,,,2.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,24.8,7.3,228,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122664,S01004,구리,2012-07-02,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,7.4,181,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122665,S01005,여주,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122666,S01006,원주,2012-07-02,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,7.6,167,7.4,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,
122667,S01007,평창강,2012-07-02,,23.9,8,194,7.7,,0,,,,,,,,,,,,,,,,,,,,2.799,0.006,,,,,,,,,,23.9,8,194,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122668,S01009,한탄강,2012-07-02,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,315,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,7.2,171,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120379,S02017,상동,2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119527,S03005,부여,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121178,S03004,공주,2012-07-03,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,7.5,257,9.6,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
119529,S03007,장계,2012-07-03,,,,,,2,,,,,,,,,,,,,,,,,,,,,0.836,0.029,4.3,,,,,,,,,27.3,8.3,146,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119530,S03008,용담호,2012-07-03,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.742,0.006,0.2,,,,,,,,,23.6,7.7,96,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119531,S03009,현도,2012-07-03,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.742,0.005,,,,,,,,0.048,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,7.2,134,8.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
119532,S03010,옥천천,2012-07-03,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,2.41,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,7.7,351,7.7,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
119533,S03011,이원,2012-07-03,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,1.562,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,7.8,140,8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
119534,S03012,봉황천,2012-07-03,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,2.174,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,7,206,4.6,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,
119535,S03013,남면,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119536,S03104,(구)공주,2012-07-03,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,181,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,7.5,257,9.6,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
119537,S04001,주암호,2012-07-03,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,0.758,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,8,69,8.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
119538,S04002,나주,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119658,S04007,탐진호,2012-07-03,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,0.625,0.01,3.3,,,,,,,,,21.5,8.4,69,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
119659,S04008,동복호,2012-07-03,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,0.903,0.004,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,7.6,83,8.7,3.7,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,
119539,S04003,서창교,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119540,S04004,옥정호,2012-07-03,,,,,,3,,,,,,,,,,,,,,,,,,,,,2.215,0.028,14.2,,,,,,,,,23,6.9,174,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119541,S04005,용봉,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119542,S04006,구례,2012-07-03,,,,,,3.9,,,,,,0,0,0,0,0,0,0,0,0,0,1.3,0.1,0.2,0.1,0.3,1.291,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4,7.6,176,8.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
120990,S01001,가평,2012-07-03,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,1.593,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,6.9,91,9.3,3.8,,,,,,,,,,,0,,,,,,,,,,,,,,,,
120991,S01002,흥천,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120992,S01003,경안천,2012-07-03,,,,,,2.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,25.4,7.8,254,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120993,S01004,구리,2012-07-03,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,7.4,182,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120994,S01005,여주,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120995,S01006,원주,2012-07-03,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,7.7,171,7.6,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,
120996,S01007,평창강,2012-07-03,,24.9,8.2,199,7.3,,0,,,,,,,,,,,,,,,,,,,,2.897,0.016,,,,,,,,,,24.9,8.2,199,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120997,S01009,한탄강,2012-07-03,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,92,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,7.3,194,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120998,S01010,서상,2012-07-03,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,0.992,0.009,,,,,,,,,,20.6,7.9,99,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,7.9,99,8,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
120999,S01011,강천,2012-07-03,,,,,,2.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,26.1,7.2,189,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121000,S01012,의암호,2012-07-03,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,1.266,0.009,,,,,,,,,,22.6,8.7,96,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121001,S01014,충주,2012-07-03,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,0.03,1.9,,,,,,,,,14.7,7.3,200,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121002,S01015,인제,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121003,S01016,미산,2012-07-03,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,3.456,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7,7.5,303,7.3,16.2,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
121149,S01017,포천,2012-07-03,,,,,,3.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.168,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,7.1,441,7.4,28.1,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,
121150,S01018,단양,2012-07-03,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,1.687,0.018,,,,,,,,,,24,8.2,254,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121151,S01019,화천,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121152,S01020,능서,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121153,S01021,달천,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121154,S02001,성서,2012-07-03,,,,,,4.6,,,,,,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.1,0,,,,,,,,,,,,25.8,6.7,848,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,
121155,S02002,고령,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121156,S02003,왜관,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121157,S02004,강창,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121158,S02005,적포,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121159,S02006,청암,2012-07-03,,,,,,3.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.203,0.061,,,105,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,8.9,335,8.2,8.9,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
121160,S02007,칠서,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121161,S02008,창암,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.63,28,,,,,,,,31.34,,1,,,1,0,0,,0,53.6,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,
121162,S02009,다산,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121163,S02010,남천,2012-07-03,,,,,,5.3,,,,,,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,,,,,,,,,,,,24.6,6.6,480,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121164,S02011,안동,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121165,S02012,해평,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121166,S02013,진주,2012-07-03,,,,,,2.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,27.7,7.6,207,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121167,S02014,풍양,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121168,S02015,칠곡,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121169,S02017,상동,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121170,S02018,봉화,2012-07-03,,,,,,1.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.2,0.1,1.623,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,8.5,363,5.9,2.6,0,0,0,0.004,,,,,,,-0.1,,,,,,,,,,,,,,,,
121171,S02019,구미,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121172,S02020,신암,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121173,S02021,도개,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121174,S02022,회상,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121175,S02106,(구)청암,2012-07-03,,,,,,3.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.203,0.061,,,105,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,8.9,335,8.2,8.9,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
121176,S03002,갑천,2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121177,S03003,대청호,2012-07-03,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,0.938,0.009,2.9,,,,,,,,,25.7,8.4,150,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,
119528,S03006,미호천,2012-07-03,,,,,,4.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,,,,,,,,,,,,26.6,7.4,371,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,
117735,S02017,상동,2012-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119688,S02010,남천,2012-07-04,,,,,,5.4,,,,,,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,,,,,,,,,,,,25.1,6.7,466,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117737,S02019,구미,2012-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117738,S02020,신암,2012-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117739,S02021,도개,2012-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117740,S02022,회상,2012-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
